"HYBAS_ID","SR_exotic","Occ_exotic","SR_all","Occ_all","Occsqrtd","SR_rrfy","Occ_rrfy","NEXT_DOWN","SUB_AREA","Temperature","Elevation","Discharge","Ports","Locks","Ships_Avg","Ships_Max","Canal_Length","Canal_Binary"
2070543160,NA,NA,NA,NA,NA,NA,NA,2070541720,4735.6,110.580808080808,43.7828282828283,662.04101010101,1,0,13671.8611111111,53295.3333333333,0,"0"
2070542740,0,0,2,2,1.4142135623731,0,0,2070543090,5537.1,81.7425373134328,522.514925373134,7.27895895522388,0,0,0,0,2.50096040205435,"1"
2070542680,NA,NA,NA,NA,NA,NA,NA,2070543090,4936.3,89.3395348837209,351.627906976744,12.1406511627907,0,0,0,0,0,"0"
2070538490,NA,NA,NA,NA,NA,NA,NA,2070542680,7307.7,93.5266457680251,194.567398119122,2.7815329153605,0,0,0,0,0,"0"
2070538480,NA,NA,NA,NA,NA,NA,NA,2070542680,1091.5,92.9056603773585,240.962264150943,50.6543773584906,0,0,0,0,0,"0"
2070557340,NA,NA,NA,NA,NA,NA,NA,2070543160,11.2,114,6.33333333333333,120.291333333333,0,0,0,0,0,"0"
2070557390,NA,NA,NA,NA,NA,NA,NA,2070543160,2902.3,113.93023255814,61.7829457364341,930.464496124031,2,0,2138.41666666667,7863.16666666667,24.2027253768058,"1"
2070558180,NA,NA,NA,NA,NA,NA,NA,2070557340,1494.6,114.076923076923,29.8769230769231,2.03596923076923,1,0,0,0,0,"0"
2070558170,NA,NA,NA,NA,NA,NA,NA,2070557340,520.5,112.96,24.6,39.80816,0,0,0,0,0,"0"
2070559450,NA,NA,NA,NA,NA,NA,NA,2070558170,2244.4,110.660550458716,44.2935779816514,42.6545779816514,0,0,0,0,0,"0"
2070559320,NA,NA,NA,NA,NA,NA,NA,2070558170,744.5,110.838709677419,40.3548387096774,0.761838709677419,0,0,0,0,0,"0"
2070529840,NA,NA,NA,NA,NA,NA,NA,2070538480,1137.6,90.625,213.65625,49.67196875,0,0,0,0,16.1074917482678,"1"
2070529830,NA,NA,NA,NA,NA,NA,NA,2070538480,4432.9,68.0339805825243,670.111650485437,2.06790291262136,0,0,0,0,0,"0"
2070566040,NA,NA,NA,NA,NA,NA,NA,2070557390,490.6,112.727272727273,100.606060606061,724.431242424242,0,0,1087.70833333333,1222.33333333333,0,"0"
2070566120,NA,NA,NA,NA,NA,NA,NA,2070557390,1443,113.129032258065,128.693548387097,0.557225806451613,0,0,0,0,0,"0"
2070566990,NA,NA,NA,NA,NA,NA,NA,2070566040,111,114.714285714286,37,3401.06914285714,0,0,953.083333333333,953.083333333333,0,"0"
2070567100,NA,NA,NA,NA,NA,NA,NA,2070566040,2629.3,109.526315789474,209.982456140351,1.95824561403509,0,0,0,0,0,"0"
2070568380,0,0,2,2,1.4142135623731,0,0,2070566990,2326.5,111.350427350427,77.7179487179487,661.304606837607,1,0,732.666666666667,1451.66666666667,3.83022441929178,"1"
2070568390,NA,NA,NA,NA,NA,NA,NA,2070566990,2185.8,107.41935483871,203.978494623656,1.03338709677419,0,0,0,0,0,"0"
2070520280,NA,NA,NA,NA,NA,NA,NA,2070529840,1117.4,85.7090909090909,230.127272727273,32.4109090909091,0,0,0,0,0,"0"
2070520200,NA,NA,NA,NA,NA,NA,NA,2070529840,7017.9,57.1340482573727,894.97855227882,9.0953109919571,0,0,0,0,6.2821764278258,"1"
2070557840,NA,NA,NA,NA,NA,NA,NA,2070559450,1238.8,105.082191780822,109.575342465753,1.89165753424658,0,0,0,0,0,"0"
2070558070,NA,NA,NA,NA,NA,NA,NA,2070559450,106.1,108.857142857143,62.4285714285714,66.1624285714286,0,0,0,0,0,"0"
2070504720,NA,NA,NA,NA,NA,NA,NA,2070541660,1012.9,96.0754716981132,102.415094339623,32.856641509434,0,0,0,0,0,"0"
2070504970,NA,NA,NA,NA,NA,NA,NA,2070541660,1981.7,92.2842105263158,138.052631578947,2.11369473684211,0,0,0,0,0,"0"
2070557830,0,0,3,3,1.73205080756888,0,0,2070558070,2592.1,89.2781456953642,419.847682119205,4.72137748344371,0,0,0,0,0,"0"
2070557740,0,0,2,5,2.23606797749979,0,0,2070558070,3670.1,80.6742081447964,566.823529411765,5.06272850678733,0,0,0,0,0,"0"
2070568260,3,12,28,83,9.1104335791443,0.329292779969071,1.31717111987628,2070568380,1380.8,109.383333333333,110.633333333333,1089.34731666667,1,0,398.9375,667.583333333333,0,"0"
2070568070,NA,NA,NA,NA,NA,NA,NA,2070568380,1830.6,110.295774647887,53.6760563380282,1.58818309859155,0,0,0,0,0,"0"
2070510610,NA,NA,NA,NA,NA,NA,NA,2070520280,4329.1,66.627358490566,654.089622641509,5.36253773584906,0,0,0,0,0,"0"
2070510490,NA,NA,NA,NA,NA,NA,NA,2070520280,1110.1,82.943661971831,257.042253521127,19.6530704225352,0,0,0,0,0,"0"
2070499400,NA,NA,NA,NA,NA,NA,NA,2070504720,3537.4,89.2848484848485,150.745454545455,2.59484848484848,0,0,0,0,0,"0"
2070499240,NA,NA,NA,NA,NA,NA,NA,2070504720,1876.7,92.0375,119.5875,29.2378375,0,0,0,0,0,"0"
2070569550,2,8,18,38,6.16441400296898,0.324442842261525,1.2977713690461,2070568260,3296.6,108.198717948718,124.583333333333,675.708583333333,1,0,28557.6527777778,82564.0833333333,0,"0"
2070569470,NA,NA,NA,NA,NA,NA,NA,2070568260,512.2,111.392857142857,38.7857142857143,31.6968571428571,0,0,0,0,0,"0"
2070566360,NA,NA,NA,NA,NA,NA,NA,2070569470,93.3,110.888888888889,43.3333333333333,37.2746666666667,0,0,0,0,0,"0"
2070566260,2,2,4,4,2,1,1,2070569470,1614.4,107.745454545455,90.5818181818182,2.80521818181818,0,0,0,0,0,"0"
2070567270,NA,NA,NA,NA,NA,NA,NA,2070566360,1604.5,77.811320754717,649.415094339623,3.2562641509434,0,0,0,0,0,"0"
2070567360,NA,NA,NA,NA,NA,NA,NA,2070566360,96.4,109.285714285714,62.1428571428571,35.8148571428571,0,0,0,0,0,"0"
2070497030,NA,NA,NA,NA,NA,NA,NA,2070510490,491.8,79.8965517241379,340.758620689655,0.930103448275862,0,0,0,0,0,"0"
2070496770,NA,NA,NA,NA,NA,NA,NA,2070510490,223.9,82,281.777777777778,27.215,0,0,0,0,0,"0"
2070566470,NA,NA,NA,NA,NA,NA,NA,2070567360,2001.7,99.2133333333333,247.626666666667,9.16069333333333,0,0,0,0,0,"0"
2070566620,NA,NA,NA,NA,NA,NA,NA,2070567360,3629.4,107.288732394366,110.366197183099,2.37530281690141,0,0,0,0,0,"0"
2070572590,NA,NA,NA,NA,NA,NA,NA,2070569550,6088.9,107.633333333333,136.604166666667,2.29788333333333,1,0,0,0,0,"0"
2070572700,NA,NA,NA,NA,NA,NA,NA,2070569550,40.8,112,52.6,3490.6614,0,0,82564.0833333333,82564.0833333333,0,"0"
2070486800,NA,NA,NA,NA,NA,NA,NA,2070499240,6221.8,84.6942446043166,207.758992805755,19.1019424460432,0,0,0,0,0,"0"
2070486970,NA,NA,NA,NA,NA,NA,NA,2070499240,925.7,87,166.310344827586,1.2898275862069,0,0,0,0,0,"0"
2070573360,NA,NA,NA,NA,NA,NA,NA,2070572700,660.4,111.058823529412,89.9705882352941,1880.21132352941,0,0,29630.2222222222,82564.0833333333,0,"0"
2070573370,0,0,1,1,1,0,0,2070572700,2974.5,103.627450980392,259.705882352941,1.15477777777778,0,0,0,0,0,"0"
2070494960,NA,NA,NA,NA,NA,NA,NA,2070496770,2629.6,68.0428571428571,617.9,3.47408571428571,0,0,0,0,0,"0"
2070494820,0,0,1,1,1,0,0,2070496770,1094.6,80.3818181818182,322.2,7.66041818181818,0,0,0,0,0,"0"
2070576660,NA,NA,NA,NA,NA,NA,NA,2070573360,2682.4,112.535087719298,80.6491228070175,913.143140350877,2,0,4573.08333333333,7745.91666666667,0,"0"
2070576690,1,2,16,22,4.69041575982343,0.21320071635561,0.426401432711221,2070573360,7898,101.468085106383,364.890957446808,3.04490957446809,0,0,0,0,0,"0"
2070480600,NA,NA,NA,NA,NA,NA,NA,2070494820,575.1,73.6206896551724,489.310344827586,1.28565517241379,0,0,0,0,0,"0"
