Num;Keys_CS;Genre;Species;Full;Country_list_JN;Country_basemap
712;Potamopyrgus antipodarum Netherlands;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;Netherlands;Netherlands
713;Potamopyrgus antipodarum Norway;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;Norway;Norway
714;Potamopyrgus antipodarum Poland;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;Poland;Poland
715;Potamopyrgus antipodarum Portugal;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;Portugal;Portugal
716;Potamopyrgus antipodarum Romania;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;Romania;Romania
717;Potamopyrgus antipodarum Spain;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;Spain;Spain
718;Potamopyrgus antipodarum Sweden;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;Sweden;Sweden
719;Potamopyrgus antipodarum Switzerland;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;Switzerland;Switzerland
720;Potamopyrgus antipodarum Ukraine;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;Ukraine;Ukraine
721;Potamopyrgus antipodarum United Kingdom;Potamopyrgus;antipodarum;Potamopyrgus antipodarum;United Kingdom;United Kingdom
722;Proasellus banyulensis Italy;Proasellus;banyulensis;Proasellus banyulensis;Italy;Italy
723;Proasellus coxalis Belgium;Proasellus;coxalis;Proasellus coxalis;Belgium;Belgium
724;Proasellus coxalis Czechia;Proasellus;coxalis;Proasellus coxalis;Czechia;Czechia
725;Proasellus coxalis France;Proasellus;coxalis;Proasellus coxalis;France;France
726;Proasellus coxalis Germany;Proasellus;coxalis;Proasellus coxalis;Germany;Germany
727;Proasellus coxalis Netherlands;Proasellus;coxalis;Proasellus coxalis;Netherlands;Netherlands
728;Proasellus coxalis Norway;Proasellus;coxalis;Proasellus coxalis;Norway;Norway
729;Proasellus coxalis Poland;Proasellus;coxalis;Proasellus coxalis;Poland;Poland
730;Proasellus coxalis Switzerland;Proasellus;coxalis;Proasellus coxalis;Switzerland;Switzerland
731;Proasellus meridianus Belgium;Proasellus;meridianus;Proasellus meridianus;Belgium;Belgium
732;Proasellus meridianus Germany;Proasellus;meridianus;Proasellus meridianus;Germany;Germany
733;Proasellus meridianus Switzerland;Proasellus;meridianus;Proasellus meridianus;Switzerland;Switzerland
734;Procambarus acutus Netherlands;Procambarus;acutus;Procambarus acutus;Netherlands;Netherlands
735;Procambarus acutus Sweden;Procambarus;acutus;Procambarus acutus;Sweden;Sweden
736;Procambarus acutus United Kingdom;Procambarus;acutus;Procambarus acutus;United Kingdom;United Kingdom
737;Procambarus clarkii Austria;Procambarus;clarkii;Procambarus clarkii;Austria;Austria
738;Procambarus clarkii Belgium;Procambarus;clarkii;Procambarus clarkii;Belgium;Belgium
739;Procambarus clarkii France;Procambarus;clarkii;Procambarus clarkii;France;France
740;Procambarus clarkii Germany;Procambarus;clarkii;Procambarus clarkii;Germany;Germany
741;Procambarus clarkii Italy;Procambarus;clarkii;Procambarus clarkii;Italy;Italy
742;Procambarus clarkii Malta;Procambarus;clarkii;Procambarus clarkii;Malta;Malta
743;Procambarus clarkii Netherlands;Procambarus;clarkii;Procambarus clarkii;Netherlands;Netherlands
744;Procambarus clarkii Poland;Procambarus;clarkii;Procambarus clarkii;Poland;Poland
745;Procambarus clarkii Portugal;Procambarus;clarkii;Procambarus clarkii;Portugal;Portugal
746;Procambarus clarkii Spain;Procambarus;clarkii;Procambarus clarkii;Spain;Spain
747;Procambarus clarkii Sweden;Procambarus;clarkii;Procambarus clarkii;Sweden;Sweden
748;Procambarus clarkii Switzerland;Procambarus;clarkii;Procambarus clarkii;Switzerland;Switzerland
749;Procambarus clarkii United Kingdom;Procambarus;clarkii;Procambarus clarkii;United Kingdom;United Kingdom
750;Procambarus cubensis Germany;Procambarus;cubensis;Procambarus cubensis;Germany;Germany
751;Procambarus fallax Estonia;Procambarus;fallax;Procambarus fallax;Estonia;Estonia
752;Procambarus fallax Germany;Procambarus;fallax;Procambarus fallax;Germany;Germany
753;Procambarus fallax Netherlands;Procambarus;fallax;Procambarus fallax;Netherlands;Netherlands
754;Procambarus fallax Ukraine;Procambarus;fallax;Procambarus fallax;Ukraine;Ukraine
755;Procambarus virginalis Croatia;Procambarus;virginalis;Procambarus virginalis;Croatia;Croatia
756;Procambarus virginalis Malta;Procambarus;virginalis;Procambarus virginalis;Malta;Malta
757;Procambarus virginalis Netherlands;Procambarus;virginalis;Procambarus virginalis;Netherlands;Netherlands
758;Procambarus virginalis Poland;Procambarus;virginalis;Procambarus virginalis;Poland;Poland
759;Procambarus virginalis Romania;Procambarus;virginalis;Procambarus virginalis;Romania;Romania
760;Procambarus virginalis Sweden;Procambarus;virginalis;Procambarus virginalis;Sweden;Sweden
761;Pseudagrion microcephalum Belgium;Pseudagrion;microcephalum;Pseudagrion microcephalum;Belgium;Belgium
762;Pseudoneuroclipsis lusitanicus France;Pseudoneuroclipsis;lusitanicus;Pseudoneuroclipsis lusitanicus;France;France
763;Pseudosuccinea columella Germany;Pseudosuccinea;columella;Pseudosuccinea columella;Germany;Germany
764;Pseudosuccinea columella Italy;Pseudosuccinea;columella;Pseudosuccinea columella;Italy;Italy
765;Pseudosuccinea columella Portugal;Pseudosuccinea;columella;Pseudosuccinea columella;Portugal;Portugal
766;Radix auricularia Italy;Radix;auricularia;Radix auricularia;Italy;Italy
767;Radix javanica Austria;Radix;javanica;Radix javanica;Austria;Austria
768;Radix rubiginosa Ireland;Radix;rubiginosa;Radix rubiginosa;Ireland;Ireland
769;Rangia cuneata Belgium;Rangia;cuneata;Rangia cuneata;Belgium;Belgium
770;Rangia cuneata Estonia;Rangia;cuneata;Rangia cuneata;Estonia;Estonia
771;Rangia cuneata Lithuania;Rangia;cuneata;Rangia cuneata;Lithuania;Lithuania
772;Rangia cuneata Netherlands;Rangia;cuneata;Rangia cuneata;Netherlands;Netherlands
773;Rangia cuneata Poland;Rangia;cuneata;Rangia cuneata;Poland;Poland
774;Rangia cuneata Sweden;Rangia;cuneata;Rangia cuneata;Sweden;Sweden
775;Rangia cuneata United Kingdom;Rangia;cuneata;Rangia cuneata;United Kingdom;United Kingdom
776;Rivulogammarus kischineffensis Ukraine;Rivulogammarus;kischineffensis;Rivulogammarus kischineffensis;Ukraine;Ukraine
777;Sinanodonta woodiana Austria;Sinanodonta;woodiana;Sinanodonta woodiana;Austria;Austria
778;Sinanodonta woodiana Belgium;Sinanodonta;woodiana;Sinanodonta woodiana;Belgium;Belgium
779;Sinanodonta woodiana Bulgaria;Sinanodonta;woodiana;Sinanodonta woodiana;Bulgaria;Bulgaria
780;Sinanodonta woodiana Croatia;Sinanodonta;woodiana;Sinanodonta woodiana;Croatia;Croatia
781;Sinanodonta woodiana France;Sinanodonta;woodiana;Sinanodonta woodiana;France;France
782;Sinanodonta woodiana Germany;Sinanodonta;woodiana;Sinanodonta woodiana;Germany;Germany
783;Sinanodonta woodiana Greece;Sinanodonta;woodiana;Sinanodonta woodiana;Greece;Greece
784;Sinanodonta woodiana Hungary;Sinanodonta;woodiana;Sinanodonta woodiana;Hungary;Hungary
785;Sinanodonta woodiana Italy;Sinanodonta;woodiana;Sinanodonta woodiana;Italy;Italy
786;Sinanodonta woodiana Moldova;Sinanodonta;woodiana;Sinanodonta woodiana;Moldova;Moldova
787;Sinanodonta woodiana Poland;Sinanodonta;woodiana;Sinanodonta woodiana;Poland;Poland
788;Sinanodonta woodiana Romania;Sinanodonta;woodiana;Sinanodonta woodiana;Romania;Romania
789;Sinanodonta woodiana Republic of Serbia;Sinanodonta;woodiana;Sinanodonta woodiana;Republic of Serbia;Republic of Serbia
790;Sinanodonta woodiana Spain;Sinanodonta;woodiana;Sinanodonta woodiana;Spain;Spain
791;Sinanodonta woodiana Sweden;Sinanodonta;woodiana;Sinanodonta woodiana;Sweden;Sweden
792;Sinanodonta woodiana Ukraine;Sinanodonta;woodiana;Sinanodonta woodiana;Ukraine;Ukraine
793;Sphaerium corneum Ukraine;Sphaerium;corneum;Sphaerium corneum;Ukraine;Ukraine
794;Sphaerium rivicola Ukraine;Sphaerium;rivicola;Sphaerium rivicola;Ukraine;Ukraine
795;Sphaerium transversum France;Sphaerium;transversum;Sphaerium transversum;France;France
796;Sphaerium transversum Germany;Sphaerium;transversum;Sphaerium transversum;Germany;Germany
797;Sphaerium transversum Netherlands;Sphaerium;transversum;Sphaerium transversum;Netherlands;Netherlands
798;Sphaerium transversum United Kingdom;Sphaerium;transversum;Sphaerium transversum;United Kingdom;United Kingdom
799;Stenopelmus rufinasus Italy;Stenopelmus;rufinasus;Stenopelmus rufinasus;Italy;Italy
800;Theodoxus danasteri Ukraine;Theodoxus;danasteri;Theodoxus danasteri;Ukraine;Ukraine
801;Theodoxus danubialis Germany;Theodoxus;danubialis;Theodoxus danubialis;Germany;Germany
802;Theodoxus euxinus Moldova;Theodoxus;euxinus;Theodoxus euxinus;Moldova;Moldova
803;Theodoxus euxinus Ukraine;Theodoxus;euxinus;Theodoxus euxinus;Ukraine;Ukraine
808;Theodoxus pallasi Moldova;Theodoxus;pallasi;Theodoxus pallasi;Moldova;Moldova
810;Turcogammarus aralensis Ukraine;Turcogammarus;aralensis;Turcogammarus aralensis;Ukraine;Ukraine
811;Unio mancus Germany;Unio;mancus;Unio mancus;Germany;Germany
812;Viviparus acerosus Germany;Viviparus;acerosus;Viviparus acerosus;Germany;Germany
813;Viviparus ater France;Viviparus;ater;Viviparus ater;France;France
814;Viviparus ater Germany;Viviparus;ater;Viviparus ater;Germany;Germany
815;Viviparus ater Switzerland;Viviparus;ater;Viviparus ater;Switzerland;Switzerland
816;Viviparus viviparus Germany;Viviparus;viviparus;Viviparus viviparus;Germany;Germany
817;Viviparus viviparus Norway;Viviparus;viviparus;Viviparus viviparus;Norway;Norway
818;Viviparus viviparus Ukraine;Viviparus;viviparus;Viviparus viviparus;Ukraine;Ukraine
819;Xenostrobus securis Spain;Xenostrobus;securis;Xenostrobus securis;Spain;Spain
820;Barbronia weberi Netherlands;Barbronia;weberi;Barbronia weberi;Netherlands;Netherlands
821;Eukerria saltensis Spain;Eukerria;saltensis;Eukerria saltensis;Spain;Spain
822;Eukerria saltensis France;Eukerria;saltensis;Eukerria saltensis;France;France
823;Ocnerodrilus occidentalis  Spain;Ocnerodrilus;occidentalis;Ocnerodrilus occidentalis ;Spain;Spain
824;Barbronia weberi Republic of Serbia;Barbronia;weberi;Barbronia weberi;Republic of Serbia;Republic of Serbia
825;Barbronia weberi Hungary;Barbronia;weberi;Barbronia weberi;Hungary;Hungary
826;Barbronia weberi United Kingdom;Barbronia;weberi;Barbronia weberi;United Kingdom;United Kingdom
827;Barbronia weberi Austria;Barbronia;weberi;Barbronia weberi;Austria;Austria
828;Branchiura sowerbyi Ukraine;Branchiura;sowerbyi;Branchiura sowerbyi;Ukraine;Ukraine
829;Placobdella costata Netherlands;Placobdella;costata;Placobdella costata;Netherlands;Netherlands
830;Placobdella costata Italy;Placobdella;costata;Placobdella costata;Italy;Italy
831;Placobdella costata United Kingdom;Placobdella;costata;Placobdella costata;United Kingdom;United Kingdom
832;Placobdella costata Germany;Placobdella;costata;Placobdella costata;Germany;Germany
833;Placobdella costata Lithuania;Placobdella;costata;Placobdella costata;Lithuania;Lithuania
834;Placobdella costata Ukraine;Placobdella;costata;Placobdella costata;Ukraine;Ukraine
835;Placobdella costata Portugal;Placobdella;costata;Placobdella costata;Portugal;Portugal
836;Placobdella costata Spain;Placobdella;costata;Placobdella costata;Spain;Spain
837;Placobdella ornata Belgium;Placobdella;ornata;Placobdella ornata;Belgium;Belgium
838;Culex modestus Belgium;Culex;modestus;Culex modestus;Belgium;Belgium
839;Aedes albopictus Hungary;Aedes;albopictus;Aedes albopictus;Hungary;Hungary
840;Aedes albopictus Austria;Aedes;albopictus;Aedes albopictus;Austria;Austria
841;Aedes albopictus Moldova;Aedes;albopictus;Aedes albopictus;Moldova;Moldova
842;Aedes japonicus Austria;Aedes;japonicus;Aedes japonicus;Austria;Austria
843;Aedes japonicus Spain;Aedes;japonicus;Aedes japonicus;Spain;Spain
844;Aedes japonicus Switzerland;Aedes;japonicus;Aedes japonicus;Switzerland;Switzerland
845;Aedes japonicus Croatia;Aedes;japonicus;Aedes japonicus;Croatia;Croatia
846;Aedes japonicus Netherlands;Aedes;japonicus;Aedes japonicus;Netherlands;Netherlands
847;Aedes japonicus Republic of Serbia;Aedes;japonicus;Aedes japonicus;Republic of Serbia;Republic of Serbia
848;Aedes japonicus Slovakia;Aedes;japonicus;Aedes japonicus;Slovakia;Slovakia
849;Aedes japonicus Hungary;Aedes;japonicus;Aedes japonicus;Hungary;Hungary
850;Aedes japonicus Romania;Aedes;japonicus;Aedes japonicus;Romania;Romania
851;Aedes koreicus Slovenia;Aedes;koreicus;Aedes koreicus;Slovenia;Slovenia
852;Aedes koreicus Hungary;Aedes;koreicus;Aedes koreicus;Hungary;Hungary
853;Stenopelmus rufinasus Spain;Stenopelmus;rufinasus;Stenopelmus rufinasus;Spain;Spain
854;Stenopelmus rufinasus Portugal;Stenopelmus;rufinasus;Stenopelmus rufinasus;Portugal;Portugal
855;Stenopelmus rufinasus France;Stenopelmus;rufinasus;Stenopelmus rufinasus;France;France
856;Stenopelmus rufinasus United Kingdom;Stenopelmus;rufinasus;Stenopelmus rufinasus;United Kingdom;United Kingdom
857;Stenopelmus rufinasus Belgium;Stenopelmus;rufinasus;Stenopelmus rufinasus;Belgium;Belgium
858;Stenopelmus rufinasus Netherlands;Stenopelmus;rufinasus;Stenopelmus rufinasus;Netherlands;Netherlands
859;Oligostigma bilinealis United Kingdom;Oligostigma;bilinealis;Oligostigma bilinealis;United Kingdom;United Kingdom
860;Ischnura senegalensis Netherlands;Ischnura;senegalensis;Ischnura senegalensis;Netherlands;Netherlands
861;Ischnura senegalensis United Kingdom;Ischnura;senegalensis;Ischnura senegalensis;United Kingdom;United Kingdom
862;Ischnura senegalensis Germany;Ischnura;senegalensis;Ischnura senegalensis;Germany;Germany
863;Chelicorophium chelicorne Ireland;Chelicorophium;chelicorne;Chelicorophium chelicorne;Ireland;Ireland
864;Chelicorophium sowinskyi Germany;Chelicorophium;sowinskyi;Chelicorophium sowinskyi;Germany;Germany
865;Dikerogammarus bispinosus Germany;Dikerogammarus;bispinosus;Dikerogammarus bispinosus;Germany;Germany
866;Echinogammarus berilloni Netherlands;Echinogammarus;berilloni;Echinogammarus berilloni;Netherlands;Netherlands
867;Echinogammarus ischnus Belgium;Echinogammarus;ischnus;Echinogammarus ischnus;Belgium;Belgium
868;Gammarus roeselii Luxembourg;Gammarus;roeselii;Gammarus roeselii;Luxembourg;Luxembourg
869;Gammarus tigrinus Ireland;Gammarus;tigrinus;Gammarus tigrinus;Ireland;Ireland
870;Gammarus tigrinus Norway;Gammarus;tigrinus;Gammarus tigrinus;Norway;Norway
871;Pontogammarus robustoides Netherlands;Pontogammarus;robustoides;Pontogammarus robustoides;Netherlands;Netherlands
872;Chelicorophium curvispinum Denmark;Chelicorophium;curvispinum;Chelicorophium curvispinum;Denmark;Denmark
873;Callinectes sapidus Spain;Callinectes;sapidus;Callinectes sapidus;Spain;Spain
874;Callinectes sapidus Sweden;Callinectes;sapidus;Callinectes sapidus;Sweden;Sweden
875;Cherax quadricarinatus Italy;Cherax;quadricarinatus;Cherax quadricarinatus;Italy;Italy
876;Eriocheir sinensis Norway;Eriocheir;sinensis;Eriocheir sinensis;Norway;Norway
877;Eriocheir sinensis Switzerland;Eriocheir;sinensis;Eriocheir sinensis;Switzerland;Switzerland
878;Faxonius limosus Belarus;Faxonius;limosus;Faxonius limosus;Belarus;Belarus
879;Faxonius limosus Denmark;Faxonius;limosus;Faxonius limosus;Denmark;Denmark
880;Faxonius rusticus France;Faxonius;rusticus;Faxonius rusticus;France;France
881;Pacifastacus leniusculus Liechtenstein;Pacifastacus;leniusculus;Pacifastacus leniusculus;Liechtenstein;Liechtenstein
882;Pontastacus leptodactylus Luxembourg;Pontastacus;leptodactylus;Pontastacus leptodactylus;Luxembourg;Luxembourg
883;Pontastacus leptodactylus Lithuania;Pontastacus;leptodactylus;Pontastacus leptodactylus;Lithuania;Lithuania
884;Pontastacus leptodactylus Poland;Pontastacus;leptodactylus;Pontastacus leptodactylus;Poland;Poland
885;Pontastacus leptodactylus Austria;Pontastacus;leptodactylus;Pontastacus leptodactylus;Austria;Austria
886;Procambarus acutus Belgium;Procambarus;acutus;Procambarus acutus;Belgium;Belgium
887;Procambarus clarkii Croatia;Procambarus;clarkii;Procambarus clarkii;Croatia;Croatia
888;Procambarus clarkii Slovakia;Procambarus;clarkii;Procambarus clarkii;Slovakia;Slovakia
889;Procambarus clarkii Luxembourg;Procambarus;clarkii;Procambarus clarkii;Luxembourg;Luxembourg
890;Procambarus clarkii Hungary;Procambarus;clarkii;Procambarus clarkii;Hungary;Hungary
891;Procambarus fallax Denmark;Procambarus;fallax;Procambarus fallax;Denmark;Denmark
892;Procambarus virginalis Belgium;Procambarus;virginalis;Procambarus virginalis;Belgium;Belgium
893;Procambarus virginalis Austria;Procambarus;virginalis;Procambarus virginalis;Austria;Austria
894;Procambarus virginalis Hungary;Procambarus;virginalis;Procambarus virginalis;Hungary;Hungary
895;Procambarus virginalis Germany;Procambarus;virginalis;Procambarus virginalis;Germany;Germany
896;Procambarus virginalis France;Procambarus;virginalis;Procambarus virginalis;France;France
897;Procambarus virginalis Italy;Procambarus;virginalis;Procambarus virginalis;Italy;Italy
898;Jaera istri Czechia;Jaera;istri;Jaera istri;Czechia;Czechia
899;Proasellus coxalis Sweden;Proasellus;coxalis;Proasellus coxalis;Sweden;Sweden
900;Proasellus coxalis Spain;Proasellus;coxalis;Proasellus coxalis;Spain;Spain
901;Proasellus coxalis Austria;Proasellus;coxalis;Proasellus coxalis;Austria;Austria
902;Proasellus coxalis Greece;Proasellus;coxalis;Proasellus coxalis;Greece;Greece
903;Proasellus meridianus Norway;Proasellus;meridianus;Proasellus meridianus;Norway;Norway
904;Katamysis warpachowskyi Germany;Katamysis;warpachowskyi;Katamysis warpachowskyi;Germany;Germany
905;Katamysis warpachowskyi Netherlands;Katamysis;warpachowskyi;Katamysis warpachowskyi;Netherlands;Netherlands
906;Limnomysis benedeni Netherlands;Limnomysis;benedeni;Limnomysis benedeni;Netherlands;Netherlands
907;Pectinatella magnifica Finland;Pectinatella;magnifica;Pectinatella magnifica;Finland;Finland
908;Pectinatella magnifica Czechia;Pectinatella;magnifica;Pectinatella magnifica;Czechia;Czechia
909;Pectinatella magnifica Luxembourg;Pectinatella;magnifica;Pectinatella magnifica;Luxembourg;Luxembourg
910;Pectinatella magnifica Netherlands;Pectinatella;magnifica;Pectinatella magnifica;Netherlands;Netherlands
911;Pectinatella magnifica Belgium;Pectinatella;magnifica;Pectinatella magnifica;Belgium;Belgium
912;Pectinatella magnifica Spain;Pectinatella;magnifica;Pectinatella magnifica;Spain;Spain
913;Pectinatella magnifica Germany;Pectinatella;magnifica;Pectinatella magnifica;Germany;Germany
914;Pectinatella magnifica Austria;Pectinatella;magnifica;Pectinatella magnifica;Austria;Austria
915;Cordylophora caspia Ireland;Cordylophora;caspia;Cordylophora caspia;Ireland;Ireland
916;Craspedacusta sowerbii United Kingdom;Craspedacusta;sowerbii;Craspedacusta sowerbii;United Kingdom;United Kingdom
917;Craspedacusta sowerbii Spain;Craspedacusta;sowerbii;Craspedacusta sowerbii;Spain;Spain
918;Craspedacusta sowerbii Hungary;Craspedacusta;sowerbii;Craspedacusta sowerbii;Hungary;Hungary
919;Craspedacusta sowerbii Switzerland;Craspedacusta;sowerbii;Craspedacusta sowerbii;Switzerland;Switzerland
920;Craspedacusta sowerbii Belgium;Craspedacusta;sowerbii;Craspedacusta sowerbii;Belgium;Belgium
921;Craspedacusta sowerbii Finland;Craspedacusta;sowerbii;Craspedacusta sowerbii;Finland;Finland
922;Corbicula fluminea Slovakia;Corbicula;fluminea;Corbicula fluminea;Slovakia;Slovakia
923;Corbicula fluminea Spain;Corbicula;fluminea;Corbicula fluminea;Spain;Spain
924;Corbicula fluminea Slovenia;Corbicula;fluminea;Corbicula fluminea;Slovenia;Slovenia
925;Corbicula fluminea Albania;Corbicula;fluminea;Corbicula fluminea;Albania;Albania
926;Dreissena polymorpha Romania;Dreissena;polymorpha;Dreissena polymorpha;Romania;Romania
927;Dreissena polymorpha Montenegro;Dreissena;polymorpha;Dreissena polymorpha;Montenegro;Montenegro
928;Dreissena polymorpha Slovenia;Dreissena;polymorpha;Dreissena polymorpha;Slovenia;Slovenia
929;Dreissena polymorpha Albania;Dreissena;polymorpha;Dreissena polymorpha;Albania;Albania
930;Dreissena polymorpha Slovakia;Dreissena;polymorpha;Dreissena polymorpha;Slovakia;Slovakia
931;Potamocorbula amurensis Belgium;Potamocorbula;amurensis;Potamocorbula amurensis;Belgium;Belgium
932;Potamocorbula amurensis Netherlands;Potamocorbula;amurensis;Potamocorbula amurensis;Netherlands;Netherlands
933;Rangia cuneata France;Rangia;cuneata;Rangia cuneata;France;France
934;Rangia cuneata Latvia;Rangia;cuneata;Rangia cuneata;Latvia;Latvia
935;Rangia cuneata Finland;Rangia;cuneata;Rangia cuneata;Finland;Finland
936;Rangia cuneata Germany;Rangia;cuneata;Rangia cuneata;Germany;Germany
937;Sinanodonta woodiana Switzerland;Sinanodonta;woodiana;Sinanodonta woodiana;Switzerland;Switzerland
938;Sinanodonta woodiana Czechia;Sinanodonta;woodiana;Sinanodonta woodiana;Czechia;Czechia
939;Sinanodonta woodiana Netherlands;Sinanodonta;woodiana;Sinanodonta woodiana;Netherlands;Netherlands
940;Sinanodonta woodiana Slovakia;Sinanodonta;woodiana;Sinanodonta woodiana;Slovakia;Slovakia
941;Xenostrobus securis France;Xenostrobus;securis;Xenostrobus securis;France;France
942;Musculium transversum France;Musculium;transversum;Musculium transversum;France;France
943;Musculium transversum Germany;Musculium;transversum;Musculium transversum;Germany;Germany
944;Musculium transversum Netherlands;Musculium;transversum;Musculium transversum;Netherlands;Netherlands
945;Musculium transversum United Kingdom;Musculium;transversum;Musculium transversum;United Kingdom;United Kingdom
946;Dreissena rostriformis France;Dreissena;rostriformis bugensis;Dreissena rostriformis;France;France
947;Dreissena rostriformis Germany;Dreissena;rostriformis bugensis;Dreissena rostriformis;Germany;Germany
948;Dreissena rostriformis Hungary;Dreissena;rostriformis bugensis;Dreissena rostriformis;Hungary;Hungary
949;Dreissena rostriformis Moldova;Dreissena;rostriformis bugensis;Dreissena rostriformis;Moldova;Moldova
950;Dreissena rostriformis Netherlands;Dreissena;rostriformis bugensis;Dreissena rostriformis;Netherlands;Netherlands
951;Dreissena rostriformis Belgium;Dreissena;rostriformis bugensis;Dreissena rostriformis;Belgium;Belgium
952;Dreissena rostriformis United Kingdom;Dreissena;rostriformis bugensis;Dreissena rostriformis;United Kingdom;United Kingdom
953;Dreissena rostriformis Austria;Dreissena;rostriformis bugensis;Dreissena rostriformis;Austria;Austria
954;Dreissena rostriformis Switzerland;Dreissena;rostriformis bugensis;Dreissena rostriformis;Switzerland;Switzerland
955;Dreissena rostriformis Denmark;Dreissena;rostriformis bugensis;Dreissena rostriformis;Denmark;Denmark
956;Dreissena rostriformis Republic of Serbia;Dreissena;rostriformis bugensis;Dreissena rostriformis;Republic of Serbia;Republic of Serbia
957;Musculium transversum Belgium;Musculium;transversum;Musculium transversum;Belgium;Belgium
958;Ferrissia californica Netherlands;Ferrissia;californica;Ferrissia californica;Netherlands;Netherlands
959;Ferrissia californica Slovakia;Ferrissia;californica;Ferrissia californica;Slovakia;Slovakia
960;Gyraulus parvus United Kingdom;Gyraulus;parvus;Gyraulus parvus;United Kingdom;United Kingdom
961;Gyraulus parvus Liechtenstein;Gyraulus;parvus;Gyraulus parvus;Liechtenstein;Liechtenstein
962;Gyraulus parvus Austria;Gyraulus;parvus;Gyraulus parvus;Austria;Austria
963;Gyraulus parvus Belgium;Gyraulus;parvus;Gyraulus parvus;Belgium;Belgium
964;Gyraulus parvus Spain;Gyraulus;parvus;Gyraulus parvus;Spain;Spain
965;Gyraulus parvus Norway;Gyraulus;parvus;Gyraulus parvus;Norway;Norway
966;Gyraulus parvus Luxembourg;Gyraulus;parvus;Gyraulus parvus;Luxembourg;Luxembourg
967;Gyraulus parvus Denmark;Gyraulus;parvus;Gyraulus parvus;Denmark;Denmark
968;Gyraulus parvus Greece;Gyraulus;parvus;Gyraulus parvus;Greece;Greece
969;Lithoglyphus naticoides Netherlands;Lithoglyphus;naticoides;Lithoglyphus naticoides;Netherlands;Netherlands
970;Lithoglyphus naticoides Austria;Lithoglyphus;naticoides;Lithoglyphus naticoides;Austria;Austria
971;Lithoglyphus naticoides Switzerland;Lithoglyphus;naticoides;Lithoglyphus naticoides;Switzerland;Switzerland
972;Melanoides tuberculata United Kingdom;Melanoides;tuberculata;Melanoides tuberculata;United Kingdom;United Kingdom
973;Melanoides tuberculata Sweden;Melanoides;tuberculata;Melanoides tuberculata;Sweden;Sweden
974;Melanoides tuberculata Greece;Melanoides;tuberculata;Melanoides tuberculata;Greece;Greece
975;Melanoides tuberculata Belgium;Melanoides;tuberculata;Melanoides tuberculata;Belgium;Belgium
976;Physella acuta Sweden;Physella;acuta;Physella acuta;Sweden;Sweden
977;Physella acuta Greece;Physella;acuta;Physella acuta;Greece;Greece
978;Physella acuta Slovakia;Physella;acuta;Physella acuta;Slovakia;Slovakia
979;Physella acuta Finland;Physella;acuta;Physella acuta;Finland;Finland
980;Physella acuta Slovenia;Physella;acuta;Physella acuta;Slovenia;Slovenia
981;Physella acuta Liechtenstein;Physella;acuta;Physella acuta;Liechtenstein;Liechtenstein
982;Physella acuta Norway;Physella;acuta;Physella acuta;Norway;Norway
983;Physella acuta Albania;Physella;acuta;Physella acuta;Albania;Albania
984;Physella acuta Croatia;Physella;acuta;Physella acuta;Croatia;Croatia
985;Physella acuta San Marino;Physella;acuta;Physella acuta;San Marino;San Marino
986;Planorbella duryi Spain;Planorbella;duryi;Planorbella duryi;Spain;Spain
987;Planorbella duryi Netherlands;Planorbella;duryi;Planorbella duryi;Netherlands;Netherlands
988;Planorbella trivolvis Germany;Planorbella;trivolvis;Planorbella trivolvis;Germany;Germany
989;Pseudosuccinea columella Sweden;Pseudosuccinea;columella;Pseudosuccinea columella;Sweden;Sweden
990;Pseudosuccinea columella France;Pseudosuccinea;columella;Pseudosuccinea columella;France;France
991;Radix rubiginosa Belgium;Radix;rubiginosa;Radix rubiginosa;Belgium;Belgium
992;Radix rubiginosa United Kingdom;Radix;rubiginosa;Radix rubiginosa;United Kingdom;United Kingdom
993;Viviparus acerosus Netherlands;Viviparus;acerosus;Viviparus acerosus;Netherlands;Netherlands
994;Girardia tigrina United Kingdom;Girardia;tigrina;Girardia tigrina;United Kingdom;United Kingdom
;Girardia tigrina Denmark;Girardia;tigrina;Girardia tigrina;Denmark;Denmark
